batch_id,production_date,plant_id,machine_id,glass_type,thickness_mm,furnace_temperature_c,cooling_time_sec,pressure_bar,line_speed_mps,raw_material_quality,operator_shift,energy_consumption_kwh,produced_units,defect_rate,defect_flag,packing_delay_min,shipment_status
964,2024-03-10,Plant_B,M3,Laminated,9.82,1543.19,113.77,1.98,6.19,0.78,Night,1324.09,287,0.0,0,33.89,Delayed
965,2024-04-17,Plant_B,M1,Float,5.39,1555.92,106.63,3.44,8.68,0.78,Night,1019.5,477,0.051,1,0.7,On-Time
966,2024-04-01,Plant_A,M1,Tempered,7.57,1431.57,89.54,3.37,7.63,0.87,Day,566.75,629,0.0,0,35.79,Delayed
967,2024-01-18,Plant_B,M2,Float,4.75,1493.4,79.89,2.31,7.48,0.89,Night,832.82,841,0.0,0,38.92,Delayed
968,2024-12-16,Plant_A,M2,Tempered,8.37,1460.59,79.81,1.05,7.27,0.81,Night,1442.61,743,0.0,0,35.26,Delayed
969,2024-08-23,Plant_B,M3,Float,4.52,1470.16,72.89,2.18,5.63,0.75,Night,1477.71,383,0.0,0,55.92,On-Time
970,2024-03-24,Plant_A,M4,Float,11.14,1444.61,77.28,3.9,4.92,0.89,Night,840.58,440,0.0,0,34.69,On-Time
971,2024-02-08,Plant_A,M2,Float,6.98,1416.89,63.03,1.34,1.47,0.78,Night,574.25,343,0.0,0,48.78,On-Time
972,2024-03-17,Plant_A,M4,Tempered,2.39,1530.98,89.3,2.09,8.84,0.85,Day,805.58,633,0.0,0,22.92,On-Time
973,2024-08-05,Plant_A,M4,Float,7.64,1406.5,93.92,2.46,8.5,0.84,Night,1219.56,474,0.0,0,50.77,Delayed
974,2024-12-19,Plant_B,M4,Tempered,9.36,1454.14,49.05,1.58,3.85,0.99,Night,756.83,442,0.0,0,1.8,Delayed
975,2024-01-07,Plant_B,M4,Tempered,5.97,1529.0,76.51,4.28,5.92,0.71,Day,815.01,412,0.0,0,57.04,On-Time
976,2024-05-29,Plant_A,M2,Laminated,10.59,1504.57,50.55,1.88,2.81,0.98,Day,1352.67,422,0.0,0,23.56,On-Time
977,2024-01-28,Plant_B,M4,Tempered,7.04,1417.4,75.45,1.12,2.19,0.97,Night,1251.68,701,0.0,0,31.03,On-Time
978,2024-08-10,Plant_A,M4,Float,5.7,1488.05,96.67,4.14,7.87,0.92,Day,704.5,626,0.0,0,28.19,Delayed
979,2024-07-28,Plant_B,M4,Float,5.31,1461.12,42.44,2.6,9.82,0.77,Day,1112.16,237,0.0,0,4.26,Delayed
980,2024-06-05,Plant_B,M4,Float,6.88,1558.08,93.19,3.05,8.85,0.79,Day,586.25,609,0.094,1,22.69,Delayed
981,2024-01-16,Plant_A,M4,Laminated,7.76,1468.08,94.45,1.54,3.62,0.74,Day,1311.23,316,0.0,0,43.04,Delayed
982,2024-02-27,Plant_A,M2,Float,11.43,1553.05,77.5,3.16,5.15,0.8,Day,975.66,880,0.0,0,59.16,Delayed
983,2024-04-17,Plant_A,M4,Float,11.38,1604.39,110.56,2.57,9.66,0.82,Day,1101.08,993,0.0,0,57.04,On-Time
984,2024-07-30,Plant_A,M2,Laminated,4.45,1478.68,97.15,3.08,3.42,0.93,Night,1052.22,956,0.069,1,19.37,Delayed
985,2024-09-25,Plant_A,M3,Tempered,6.81,1431.12,47.85,4.85,5.6,0.92,Day,911.05,742,0.0,0,24.43,On-Time
986,2024-12-05,Plant_B,M1,Float,6.09,1585.01,78.98,3.17,5.47,0.74,Day,996.08,592,0.0,0,7.57,Delayed
987,2024-01-21,Plant_A,M3,Float,11.33,1581.97,66.16,4.64,6.74,0.93,Night,868.56,599,0.0,0,49.23,On-Time
988,2024-10-05,Plant_B,M3,Laminated,10.54,1553.94,45.5,2.08,3.57,0.78,Night,1355.41,625,0.0,0,4.57,On-Time
989,2024-08-20,Plant_B,M3,Tempered,4.74,1468.96,101.81,3.25,1.05,0.83,Day,907.88,577,0.0,0,40.57,On-Time
990,2024-06-16,Plant_A,M1,Laminated,9.02,1465.26,94.88,3.91,1.0,0.99,Night,1314.21,658,0.0,0,0.94,On-Time
991,2024-05-15,Plant_B,M1,Laminated,11.34,1521.84,38.4,3.96,9.64,0.9,Night,1070.56,881,0.0,0,26.58,Delayed
992,2024-09-04,Plant_A,M3,Float,7.99,1520.06,72.87,4.73,1.68,0.85,Night,1186.95,327,0.0,0,34.98,Delayed
993,2024-01-13,Plant_B,M2,Float,11.09,1483.76,59.65,3.15,9.2,0.95,Night,627.5,259,0.0,0,35.36,On-Time
994,2024-05-15,Plant_B,M2,Tempered,7.32,1496.67,53.97,4.6,9.35,0.82,Day,1390.3,436,0.0,0,44.21,Delayed
995,2024-01-23,Plant_B,M2,Laminated,6.76,1584.33,63.05,1.08,1.9,0.85,Day,1189.96,769,0.04,1,41.73,On-Time
996,2024-11-11,Plant_A,M3,Laminated,8.99,1483.49,93.35,2.97,9.23,0.85,Night,950.27,635,0.0,0,18.46,Delayed
997,2024-12-13,Plant_B,M3,Laminated,2.42,1433.73,57.37,4.08,3.94,0.77,Day,669.06,499,0.08,1,7.78,On-Time
998,2024-06-19,Plant_A,M4,Tempered,6.54,1535.19,75.62,3.75,6.7,0.94,Night,544.75,851,0.0,0,16.81,On-Time
999,2024-10-04,Plant_A,M2,Float,3.46,1449.61,76.97,3.65,4.43,0.92,Night,836.17,973,0.0,0,32.47,Delayed
1000,2024-07-13,Plant_A,M3,Float,2.24,1444.16,37.18,2.67,9.49,0.92,Day,588.13,869,0.0,0,43.94,Delayed
